55	100	5	69	0	45	91	53	100	79	57	95	47	45	22	0
12	100	0	71	25	43	86	44	100	75	90	52	90	20	90	0
52	100	20	71	0	40	61	39	100	47	76	68	76	34	78	0
89	100	64	76	25	50	0	30	66	26	95	52	100	31	95	0
84	100	33	78	0	50	43	34	100	45	98	57	62	30	39	0
76	100	40	87	0	68	8	56	68	45	100	42	68	21	44	0
70	100	82	88	40	64	0	40	32	26	100	42	90	27	86	0
77	100	32	78	0	55	7	34	86	42	100	46	57	24	39	0
46	100	22	66	0	32	69	38	100	45	56	65	53	28	51	0
36	100	31	82	0	50	20	26	85	39	100	63	69	32	43	0
100	100	73	76	37	49	0	25	51	28	90	40	85	28	88	0
95	100	50	78	0	57	12	37	90	43	100	48	68	25	55	0
8	100	0	83	0	52	63	44	100	67	82	63	69	31	61	0
41	100	4	73	26	49	80	61	100	85	63	58	29	29	0	0
57	100	30	71	0	42	37	41	88	60	100	65	90	32	92	0
100	100	55	93	17	74	0	53	57	47	84	43	55	22	29	0
32	100	0	77	11	54	100	59	46	86	41	79	45	33	41	0
44	100	32	71	0	44	29	37	88	49	100	57	75	29	58	0
19	100	14	84	0	56	72	45	100	69	100	58	86	29	77	0
63	100	14	72	0	41	87	41	100	62	63	74	60	36	52	0
37	100	0	81	17	50	100	51	76	74	51	96	47	46	48	0
46	100	19	78	0	43	85	40	100	58	68	75	58	38	60	0
38	100	28	70	0	41	36	40	100	38	87	61	89	28	93	0
23	100	16	73	0	42	73	48	98	75	89	62	91	28	100	0
47	100	9	76	0	45	59	48	100	73	67	58	36	30	15	0
50	100	27	77	0	45	41	30	100	40	84	67	63	33	46	0
35	100	16	80	0	45	56	45	100	53	59	81	55	40	54	0
19	100	1	79	0	57	39	46	87	51	87	41	81	19	100	0
32	100	0	70	9	39	68	37	100	59	86	67	82	33	91	0
84	100	12	80	0	59	88	62	100	92	61	79	40	40	27	0
46	100	5	73	0	41	61	41	100	57	84	69	69	35	67	0
49	100	25	79	0	48	84	46	100	64	66	70	57	35	56	0
49	100	5	84	0	48	100	45	80	79	43	89	38	45	37	0
28	100	5	77	0	53	39	40	87	44	100	46	80	23	63	0
55	100	22	88	0	72	1	53	32	41	67	32	95	19	100	0
29	100	5	74	0	46	48	39	100	46	74	57	69	28	70	0
16	100	4	71	0	42	39	21	89	33	100	55	80	28	87	0
66	100	41	77	0	49	18	29	77	30	100	63	90	30	95	0
42	100	24	72	0	43	50	49	93	70	100	61	94	29	99	0
60	100	32	69	0	37	42	29	100	29	85	51	68	38	60	0
42	100	19	71	0	40	50	25	100	35	99	60	68	31	49	0
81	100	42	80	0	49	57	38	100	49	68	70	67	35	63	0
50	100	27	82	0	58	38	42	100	55	86	48	55	24	34	0
52	100	49	99	0	63	99	53	100	81	81	84	77	42	86	0
31	100	12	74	0	46	55	42	100	51	78	59	78	29	83	0
37	100	10	79	0	41	56	31	97	53	100	76	74	38	49	0
45	99	9	100	0	75	36	56	100	63	98	49	80	25	82	0
32	100	8	74	0	46	51	37	100	48	96	55	86	27	81	0
74	100	82	86	37	63	0	39	76	41	100	47	61	24	21	0
68	98	70	100	36	79	0	59	60	49	100	47	73	23	51	0
71	100	37	74	0	45	17	29	95	29	100	50	91	33	89	0
62	100	12	72	0	43	100	45	89	69	53	88	54	43	52	0
42	100	13	73	0	42	52	35	100	48	92	56	92	25	97	0
56	100	28	83	0	61	38	45	100	55	69	45	46	23	31	0
33	100	14	97	0	80	9	61	39	48	74	36	92	18	100	0
56	100	34	83	0	63	23	48	77	39	100	42	68	22	48	0
26	100	0	84	22	56	100	57	52	92	48	85	44	36	40	0
82	100	64	89	31	67	0	45	62	37	100	46	78	23	71	0
37	100	20	83	0	59	37	42	100	47	93	48	70	24	50	0
40	100	23	89	0	59	26	34	95	45	100	60	68	31	56	0
61	100	1	74	0	47	100	48	95	73	64	76	54	36	52	0
79	100	47	89	0	70	24	56	87	45	100	43	60	22	28	0
61	100	34	75	0	44	55	37	100	49	76	70	66	35	70	0
29	100	24	75	0	48	27	33	89	37	87	51	89	22	100	0
30	100	10	85	0	66	0	48	27	34	65	28	96	18	100	0
42	100	12	74	0	45	65	51	100	76	85	55	62	27	37	0
44	100	2	69	0	38	71	39	100	50	60	74	56	37	58	0
73	100	38	88	11	74	0	55	23	40	62	31	95	18	100	0
42	100	44	88	11	57	0	33	77	40	100	64	91	34	93	0
46	100	6	79	0	48	67	43	100	73	77	61	45	31	19	0
72	100	28	85	0	61	100	67	89	84	64	84	64	41	59	0
56	100	31	68	0	38	27	25	83	22	100	50	91	34	76	0
38	100	2	73	0	42	69	34	100	52	83	62	62	31	45	0
37	100	0	77	13	53	74	60	100	82	68	55	40	28	18	0
42	100	4	70	0	34	60	32	100	57	98	71	70	35	47	0
41	100	0	75	11	49	96	50	100	56	52	70	54	35	57	0
29	100	12	82	0	62	1	41	31	32	64	29	93	20	100	0
28	100	1	75	0	45	70	38	100	66	88	58	60	29	34	0
35	100	0	73	11	42	76	37	100	67	82	61	54	30	27	0
76	100	53	91	0	71	33	56	100	47	97	48	47	26	17	0
91	100	77	80	11	58	0	37	97	45	100	50	51	26	29	0
100	100	69	76	33	52	0	27	58	33	87	53	56	28	38	0
48	100	25	78	0	48	25	30	72	29	94	55	90	32	100	0
31	100	0	81	21	58	100	62	74	88	54	80	58	40	66	0
41	100	2	77	0	46	74	42	100	65	88	62	80	31	79	0
60	100	27	82	0	58	49	46	86	55	86	63	87	31	100	0
16	100	12	92	0	69	38	52	100	57	96	46	82	24	75	0
41	100	12	77	0	42	69	28	100	58	86	67	50	34	18	0
77	100	37	78	0	53	48	37	100	40	92	60	87	28	97	0
25	100	0	68	4	39	75	47	100	53	51	80	49	40	47	0
44	100	15	79	0	47	68	42	100	71	82	60	52	30	25	0
43	100	0	74	15	46	100	43	95	69	72	74	67	37	64	0
33	100	0	72	7	46	77	39	100	62	90	61	69	30	57	0
43	100	18	71	0	39	35	22	100	32	98	63	76	31	58	0
28	100	12	86	0	67	22	52	58	46	93	38	100	19	91	0
21	100	15	75	0	45	58	42	92	50	88	61	89	30	100	0
44	100	18	74	0	48	48	40	100	44	91	56	88	28	92	0
22	100	16	99	0	70	11	40	78	38	100	61	97	30	94	0
40	100	15	69	0	44	60	52	100	66	87	66	91	30	82	0
65	100	37	83	13	64	0	43	24	28	63	27	100	22	97	0
58	100	33	73	0	48	28	38	82	38	100	60	93	30	99	0
100	100	73	78	38	59	0	41	33	36	67	43	40	22	27	0
51	100	24	86	6	67	0	47	27	33	69	31	100	20	97	0
38	97	30	100	0	76	14	52	88	51	100	51	76	26	78	0
100	100	75	79	40	60	0	43	17	31	60	41	31	21	17	0
31	100	0	85	0	52	31	29	100	35	74	65	60	33	52	0
38	100	12	86	0	69	6	51	35	40	68	31	91	17	100	0
63	100	24	88	0	73	4	57	41	45	76	32	92	16	100	0
36	100	3	72	0	45	62	50	100	61	95	63	97	30	97	0
7	100	2	76	0	46	52	30	100	40	100	58	94	29	93	0
31	100	47	91	12	58	0	24	74	20	100	45	78	36	65	0
58	100	30	90	0	63	37	46	90	38	100	56	80	27	70	0
55	100	30	74	0	45	37	38	85	55	100	62	81	30	64	0
69	100	65	96	31	71	0	46	40	32	100	46	77	26	67	0
33	100	19	85	0	68	0	49	24	34	57	25	90	18	100	0
6	100	0	99	0	56	65	51	100	65	60	94	52	47	53	0
51	100	14	75	0	46	52	34	100	45	82	59	67	29	55	0
48	100	13	71	0	40	49	25	100	37	87	62	61	32	64	0
38	100	16	86	0	51	55	45	92	70	100	72	95	36	95	0
71	100	28	74	0	45	66	50	100	70	75	85	62	42	51	0
44	100	13	80	0	59	49	49	100	59	69	39	38	20	18	0
46	100	28	68	0	35	63	40	96	58	93	63	93	27	100	0
39	100	17	84	0	63	8	42	42	33	79	30	100	18	78	0
56	100	32	74	0	45	27	28	88	30	100	56	63	29	36	0
52	100	17	74	0	45	52	33	100	47	99	60	79	30	65	0
100	100	60	87	30	59	0	38	51	31	84	54	71	32	74	0
44	100	28	82	0	52	40	32	100	33	91	65	80	33	77	0
0	100	19	85	19	63	98	65	100	67	62	46	33	23	12	0
54	100	0	79	17	60	100	60	85	86	50	82	38	36	33	0
76	100	37	78	0	49	32	29	100	28	85	59	59	32	40	0
23	100	0	71	18	44	72	46	100	70	76	60	56	31	55	0
100	100	88	93	45	71	0	48	78	45	75	48	45	24	32	0
33	100	0	80	19	52	100	58	99	79	63	79	55	39	54	0
32	100	6	72	0	38	57	30	92	60	100	70	76	35	52	0
40	100	6	71	0	39	62	36	100	65	94	63	66	31	38	0
83	100	14	75	0	42	97	44	100	67	64	81	60	40	58	0
63	100	23	87	0	67	28	51	85	54	100	41	77	21	60	0
60	100	31	85	0	63	14	52	69	46	100	46	78	23	60	0
69	100	24	81	0	50	47	36	100	60	80	60	39	32	25	0
88	100	42	80	0	48	99	52	100	76	73	86	65	39	78	0
62	100	29	75	0	42	68	41	100	56	71	75	62	37	61	0
60	100	31	87	12	70	0	53	12	36	47	26	83	16	100	0
29	100	15	94	0	56	66	47	100	58	59	84	43	43	36	0
100	100	77	90	29	69	0	45	69	36	92	50	73	24	48	0
62	100	36	81	0	61	38	53	100	51	93	45	72	23	59	0
100	100	68	82	32	56	0	36	55	29	85	56	72	32	83	0
62	100	26	73	0	45	80	46	100	58	73	64	63	32	63	0
39	100	17	79	0	56	6	32	42	28	79	35	100	24	90	0
28	95	0	81	27	72	100	67	50	100	47	82	35	30	40	0
26	100	2	69	0	37	52	29	100	34	65	60	50	34	48	0
32	100	13	72	0	41	52	28	100	31	83	60	56	32	41	0
61	100	19	87	0	51	94	47	100	75	61	94	52	47	58	0
70	100	34	72	0	44	58	42	100	64	91	61	68	30	43	0
49	100	32	71	0	36	62	38	100	42	58	70	55	32	64	0
100	100	39	84	0	63	37	46	90	62	68	45	46	23	41	0
73	100	26	72	0	43	84	37	100	56	76	65	65	33	66	0
52	100	32	69	0	35	17	24	96	26	100	55	91	37	86	0
44	100	0	72	0	42	100	43	99	60	59	70	53	35	65	0
48	100	26	87	0	60	22	35	100	47	88	54	53	28	47	0
15	100	1	82	0	63	18	47	45	37	75	31	99	18	100	0
24	100	0	82	0	49	65	51	100	82	81	63	49	32	21	0
40	100	0	70	5	36	74	41	100	75	79	65	48	32	15	0
26	100	8	84	0	66	15	50	45	40	79	32	100	17	100	0
58	100	5	75	0	41	100	44	75	79	48	89	44	38	37	0
49	100	24	82	0	54	20	37	82	40	82	54	80	25	100	0
53	100	30	83	0	55	41	36	96	42	100	62	80	31	66	0
37	100	0	73	30	49	100	51	86	76	57	75	47	38	44	0
82	100	49	65	0	36	10	27	85	24	100	45	88	27	91	0
96	100	60	82	18	54	0	33	63	26	99	49	94	34	100	0
32	100	0	80	6	56	100	56	57	88	47	84	55	38	60	0
43	100	31	73	0	45	20	25	79	24	100	46	91	31	98	0
15	100	11	84	0	48	61	43	100	59	71	72	49	36	35	0
30	100	9	74	0	47	50	36	100	56	94	52	70	26	62	0
44	100	21	72	0	42	35	20	100	20	99	51	78	29	58	0
37	100	0	87	6	57	100	57	95	85	61	85	50	42	49	0
48	100	28	71	0	43	40	32	100	37	87	58	61	29	41	0
47	100	29	87	0	61	0	37	77	51	100	52	80	26	72	0
34	100	0	71	5	40	75	32	100	58	94	64	80	32	64	0
100	100	69	79	33	59	0	38	48	34	90	47	71	24	71	0
16	100	0	68	5	36	57	25	100	35	78	61	47	33	34	0
37	100	0	80	16	52	100	55	82	82	52	80	53	39	58	0
46	100	7	83	0	51	66	52	100	82	76	63	47	32	22	0
47	100	20	69	0	38	53	39	100	49	59	73	53	40	53	0
56	100	38	69	0	41	44	38	100	40	95	68	80	34	74	0
45	100	44	81	7	51	0	31	68	35	100	52	89	34	80	0
37	100	10	92	0	56	79	50	100	71	74	86	56	42	47	0
62	100	46	92	0	71	19	57	94	51	100	47	60	24	35	0
100	100	66	81	23	62	0	40	66	34	93	44	68	22	59	0
49	100	16	90	0	56	79	49	100	64	57	77	48	39	47	0
81	100	42	70	0	41	32	36	100	38	98	51	78	34	72	0
72	100	49	96	0	73	4	56	86	48	100	48	53	25	23	0
100	100	100	87	55	68	5	50	45	38	68	41	29	21	0	0
29	100	9	82	0	63	6	44	39	35	77	33	100	19	96	0
21	100	21	83	0	55	29	41	85	45	100	55	86	28	86	0
9	100	7	97	0	66	100	58	78	84	46	74	39	37	39	0
72	100	48	88	0	69	17	57	77	46	100	44	63	23	32	0
38	100	24	68	0	35	71	40	100	60	96	50	95	15	100	0
24	100	0	81	3	55	65	52	100	72	66	52	34	27	24	0
43	100	17	84	0	62	29	43	84	47	100	43	71	22	49	0
36	100	22	80	0	50	49	39	100	54	75	62	58	31	59	0
100	100	79	92	36	73	4	51	52	49	54	46	24	24	0	0
30	100	21	71	0	44	68	41	100	54	100	55	98	26	98	0
53	100	5	82	0	56	81	52	100	72	66	91	54	44	44	0
47	100	35	95	0	66	31	43	100	48	95	66	82	34	79	0
44	100	19	82	0	59	47	48	100	59	80	46	54	24	41	0
69	100	34	75	0	44	46	30	100	44	90	68	67	35	55	0
47	100	12	76	0	50	47	39	100	58	81	51	59	26	55	0
55	100	48	93	0	72	34	58	100	52	97	48	58	25	32	0
46	100	20	73	0	43	46	30	100	45	93	58	63	30	52	0
38	100	19	71	0	39	26	22	72	30	100	51	64	32	47	0
58	100	0	70	9	41	97	38	100	60	66	78	55	39	53	0
26	100	0	70	44	54	100	53	77	78	46	69	36	34	28	0
63	100	35	79	0	55	42	39	87	48	85	51	83	20	100	0
81	100	60	89	22	66	0	40	42	25	100	36	94	27	75	0
61	100	32	70	0	41	18	28	77	29	100	49	95	34	92	0
64	100	38	98	0	75	23	61	85	46	100	48	69	24	43	0
36	100	24	70	0	38	49	33	95	47	87	55	96	21	100	0
38	100	37	81	12	55	0	28	52	27	100	42	86	26	65	0
0	100	7	92	5	68	19	45	86	34	100	45	74	23	67	0
0	100	3	72	26	35	85	35	100	71	73	97	65	49	66	0
11	100	0	69	15	43	87	47	100	65	74	67	71	33	66	0
46	100	10	83	34	64	100	77	71	82	49	54	22	27	0	0
77	97	40	100	0	59	9	29	84	33	100	64	77	44	48	0
63	100	40	73	70	63	100	77	79	74	55	48	29	23	0	0
17	100	0	74	6	36	77	37	100	63	73	95	71	47	75	0
34	100	21	76	0	35	43	30	91	29	100	41	74	46	67	0
46	100	21	85	0	60	24	42	68	44	100	49	76	25	58	0
22	100	1	66	0	33	50	32	100	36	82	63	77	30	71	0
0	87	37	100	19	70	5	42	88	49	100	58	84	28	88	0
42	100	9	79	0	46	48	31	100	46	89	52	46	30	19	0
16	100	0	78	5	54	41	32	93	39	100	48	91	24	89	0
67	100	30	90	0	57	41	40	100	53	98	67	66	34	40	0
19	100	4	77	0	51	46	36	100	47	96	49	87	23	77	0
47	100	40	82	18	49	0	19	53	20	92	34	94	35	100	0
72	100	38	84	13	63	0	40	40	28	88	31	100	22	84	0
13	100	0	76	28	53	94	56	100	76	93	66	94	33	91	0
30	100	16	84	0	51	28	26	80	33	100	65	79	34	68	0
67	100	36	82	0	60	5	37	66	38	100	50	73	25	56	0
53	100	23	77	0	57	74	66	100	79	70	85	44	42	16	0
27	100	0	74	40	54	100	59	84	91	57	64	43	32	33	0
69	100	31	73	39	55	89	62	100	84	63	57	31	28	0	0
52	100	29	73	0	47	19	42	69	37	100	54	90	30	88	0
80	100	60	76	26	52	0	28	46	11	97	29	100	24	100	0
51	100	0	90	5	57	92	61	100	70	85	82	68	40	86	0
73	100	43	70	0	42	25	41	100	45	90	64	63	32	54	0
3	100	4	83	0	56	15	31	60	28	100	42	91	26	88	0
70	100	46	70	12	38	0	25	52	29	100	41	96	38	90	0
13	100	8	93	0	66	8	41	57	40	100	50	82	25	69	0
45	100	1	67	0	24	69	24	100	48	73	98	80	53	90	0
74	100	30	76	0	50	55	49	100	72	77	56	52	28	35	0
47	100	19	81	0	58	19	39	61	38	100	42	82	23	62	0
42	100	34	73	0	42	2	42	62	36	100	59	92	35	87	0
10	100	24	93	0	61	0	37	69	35	100	57	80	34	70	0
73	100	49	62	0	38	56	43	100	57	88	78	65	39	49	0
15	100	8	70	0	39	19	20	78	21	100	43	76	30	72	0
39	100	0	82	22	55	100	63	62	99	62	81	59	40	60	0
89	100	56	85	0	62	44	50	100	54	82	77	52	38	20	0
9	100	0	72	7	44	62	28	100	45	86	55	68	27	55	0
54	100	28	76	5	51	0	28	66	27	100	49	82	25	69	0
38	100	18	81	0	52	36	38	95	42	100	60	83	31	85	0
48	100	39	64	0	31	89	31	100	59	77	85	71	42	63	0
15	97	0	76	33	46	95	59	100	100	83	83	87	41	97	0
0	100	17	94	8	64	24	37	70	41	100	57	87	28	100	0
31	100	4	70	0	37	66	36	100	50	66	68	36	34	14	0
100	100	50	76	0	36	76	35	99	62	89	96	80	45	72	0
6	100	0	80	32	54	100	59	99	99	72	77	60	38	43	0
68	100	50	79	15	51	0	47	54	38	100	49	91	35	87	0
29	100	3	82	0	52	60	51	100	78	90	56	81	27	75	0
8	100	0	81	9	52	81	54	100	75	86	64	87	32	90	0
8	100	0	77	0	55	29	38	71	55	71	42	71	20	100	0
19	100	3	83	0	60	8	37	92	33	81	44	70	21	100	0
0	98	20	100	19	70	11	40	43	27	89	42	94	29	100	0
65	100	20	85	0	52	59	42	100	64	79	62	38	32	7	0
50	89	52	100	0	67	23	45	96	48	100	76	60	39	38	0
42	100	22	76	0	52	26	34	82	41	100	47	74	24	57	0
27	100	34	93	0	62	25	44	100	44	91	65	68	32	51	0
18	97	35	100	0	76	0	53	64	54	100	53	75	27	66	0
73	100	39	75	0	52	43	54	92	61	100	71	84	35	72	0
100	100	24	77	0	56	96	57	100	86	79	70	37	35	4	0
31	100	0	62	37	38	100	43	88	80	66	85	62	42	51	0
17	100	3	75	0	43	60	46	100	62	94	69	92	34	92	0
56	97	42	100	0	74	52	60	100	81	74	60	50	30	33	0
49	100	5	87	15	59	92	53	100	84	69	57	35	28	0	0
35	100	1	77	0	57	86	62	100	77	48	81	22	41	6	0
9	100	10	91	0	61	0	31	55	24	90	45	88	29	100	0
0	81	15	100	20	76	19	52	24	28	71	21	88	23	100	0
9	100	19	75	0	35	46	35	100	34	74	67	77	27	83	0
50	100	63	87	26	62	0	36	59	31	100	54	80	27	76	0
42	100	7	72	0	41	54	38	100	44	73	73	56	36	39	0
9	98	16	100	0	55	65	40	100	58	80	89	52	46	33	0
33	100	21	78	0	53	4	28	77	36	90	51	88	25	100	0
