3.0	11.0	33.0	3.667	0.364	0.667	3.0	12.0	22.0	4.0
31.0	71.0	2201.0	2.29	0.159	0.296	10.29	350.0	651.0	34.0
3.0	304.0	912.0	101.33	0.555	0.686	42.17	506.0	626.0	12.0
153.0	442.0	67626.0	2.889	0.114	0.215	6.27	7689.0	14538.0	1227.0
3.0	259.0	777.0	86.333	0.411	0.481	13.29	319.0	374.0	24.0
47.0	286.0	13442.0	6.085	0.183	0.317	4.67	2459.0	4258.0	526.0
36.0	96.0	3456.0	2.667	0.096	0.207	7.7	331.0	717.0	43.0
5.0	333.0	1665.0	66.6	0.374	0.413	36.65	623.0	688.0	17.0
43.0	62.0	2666.0	1.442	0.08	0.17	6.63	212.0	454.0	32.0
2.0	6.0	12.0	3.0	0.667	1.0	4.0	8.0	12.0	2.0
33.0	28.0	924.0	0.848	0.098	0.271	5.69	91.0	250.0	16.0
17.0	60.0	1020.0	3.529	0.139	0.371	7.1	142.0	378.0	20.0
10.0	1.0	10.0	0.1	1.0	1.0	10.0	10.0	10.0	1.0
5.0	7.0	35.0	1.4	0.229	0.6	2.67	8.0	21.0	3.0
9.0	17.0	153.0	1.889	0.144	0.458	3.14	22.0	70.0	7.0
4.0	8.0	32.0	2.0	0.344	0.531	5.5	11.0	17.0	2.0
85.0	69.0	5865.0	0.812	0.165	0.441	1.44	969.0	2588.0	674.0
13.0	13.0	169.0	1.0	0.124	0.45	3.5	21.0	76.0	6.0
14.0	19.0	266.0	1.357	0.128	0.541	2.83	34.0	144.0	12.0
14.0	19.0	266.0	1.357	0.113	0.504	30.0	30.0	134.0	1.0
15.0	14.0	210.0	0.933	0.11	0.338	1.92	23.0	71.0	12.0
7.0	24.0	168.0	3.429	0.101	0.298	1.89	17.0	50.0	9.0
5.0	12.0	60.0	2.4	0.133	0.267	4.0	8.0	16.0	2.0
8.0	5.0	40.0	0.625	0.275	0.45	3.67	11.0	18.0	3.0
4.0	5.0	20.0	1.25	0.35	0.8	2.33	7.0	16.0	3.0
7.0	15.0	105.0	2.143	0.114	0.295	2.4	12.0	31.0	5.0
7.0	13.0	91.0	1.857	0.154	0.484	2.0	14.0	44.0	7.0
4.0	7.0	28.0	1.75	0.286	1.0	2.0	8.0	28.0	4.0
4.0	5.0	20.0	1.25	0.35	0.8	2.33	7.0	16.0	3.0
5.0	3.0	15.0	0.6	0.467	0.6	3.5	7.0	9.0	2.0
5.0	9.0	45.0	1.8	0.178	0.533	1.6	8.0	24.0	5.0
100.0	49.0	4900.0	0.49	0.093	0.4	1.77	458.0	1958.0	259.0
16.0	30.0	480.0	1.875	0.133	0.471	2.29	64.0	226.0	28.0
10.0	7.0	70.0	0.7	0.157	0.6	1.57	11.0	42.0	7.0
6.0	5.0	30.0	0.833	0.233	0.633	1.75	7.0	19.0	4.0
6.0	12.0	72.0	2.0	0.139	0.514	1.43	10.0	37.0	7.0
81.0	49.0	3969.0	0.605	0.113	0.398	2.26	449.0	1580.0	199.0
6.0	6.0	36.0	1.0	0.194	0.417	3.5	7.0	15.0	2.0
6.0	9.0	54.0	1.5	0.148	0.296	4.0	8.0	16.0	2.0
21.0	68.0	1428.0	3.238	0.052	0.109	5.69	74.0	156.0	13.0
7.0	47.0	329.0	6.714	0.158	0.289	5.78	52.0	95.0	9.0
13.0	8.0	104.0	0.615	0.154	0.769	1.07	16.0	80.0	15.0
8.0	1.0	8.0	0.125	0.875	1.0	7.0	7.0	8.0	1.0
8.0	9.0	72.0	1.125	0.125	0.319	4.5	9.0	23.0	2.0
2.0	49.0	98.0	24.5	0.51	0.51	50.0	50.0	50.0	1.0
804.0	11.0	8844.0	0.014	0.191	0.233	15.64	1689.0	2058.0	108.0
1.0	114.0	114.0	114.0	0.939	1.0	21.4	107.0	114.0	5.0
1.0	41.0	41.0	41.0	0.927	1.0	12.67	38.0	41.0	3.0
1.0	33.0	33.0	33.0	0.667	1.0	3.67	22.0	33.0	6.0
1.0	106.0	106.0	106.0	0.858	1.0	15.17	91.0	106.0	6.0
1.0	27.0	27.0	27.0	0.407	1.0	1.83	11.0	27.0	6.0
1.0	41.0	41.0	41.0	0.78	1.0	4.57	32.0	41.0	7.0
1.0	22.0	22.0	22.0	0.5	1.0	1.83	11.0	22.0	6.0
1.0	65.0	65.0	65.0	0.646	1.0	3.0	42.0	65.0	14.0
9.0	6.0	54.0	0.667	0.407	0.519	5.5	22.0	28.0	4.0
10.0	12.0	120.0	1.2	0.208	0.583	1.67	25.0	70.0	15.0
24.0	18.0	432.0	0.75	0.139	0.377	2.07	60.0	163.0	29.0
14.0	17.0	238.0	1.214	0.113	0.387	1.8	27.0	92.0	15.0
22.0	22.0	484.0	1.0	0.107	0.473	1.79	52.0	229.0	29.0
16.0	4.0	64.0	0.25	0.156	0.531	5.0	10.0	34.0	2.0
8.0	1.0	8.0	0.125	0.875	1.0	7.0	7.0	8.0	1.0
16.0	21.0	336.0	1.313	0.095	0.515	1.6	32.0	173.0	20.0
13.0	5.0	65.0	0.385	0.123	0.538	8.0	8.0	35.0	1.0
7.0	11.0	77.0	1.571	0.117	0.494	1.8	9.0	38.0	5.0
36.0	48.0	1728.0	1.333	0.143	0.437	3.58	247.0	755.0	69.0
55.0	48.0	2640.0	0.873	0.142	0.364	4.26	375.0	960.0	88.0
53.0	48.0	2544.0	0.906	0.181	0.374	4.69	460.0	951.0	98.0
29.0	48.0	1392.0	1.655	0.116	0.268	5.06	162.0	373.0	32.0
27.0	4.0	108.0	0.148	0.333	0.667	2.57	36.0	72.0	14.0
21.0	4.0	84.0	0.19	0.31	0.643	3.71	26.0	54.0	7.0
19.0	47.0	893.0	2.474	0.078	0.112	3.89	70.0	100.0	18.0
7.0	46.0	322.0	6.571	0.177	0.304	8.14	57.0	98.0	7.0
2.0	9.0	18.0	4.5	0.556	0.556	10.0	10.0	10.0	1.0
2.0	46.0	92.0	23.0	0.511	0.554	47.0	47.0	51.0	1.0
1.0	127.0	127.0	127.0	0.646	1.0	13.67	82.0	127.0	6.0
1.0	13.0	13.0	13.0	0.846	1.0	5.5	11.0	13.0	2.0
3.0	129.0	387.0	43.0	0.305	0.377	11.8	118.0	146.0	10.0
5.0	7.0	35.0	1.4	0.2	0.314	7.0	7.0	11.0	1.0
13.0	5.0	65.0	0.385	0.323	0.554	5.25	21.0	36.0	4.0
25.0	9.0	225.0	0.36	0.187	0.436	2.47	42.0	98.0	17.0
8.0	4.0	32.0	0.5	0.438	0.594	7.0	14.0	19.0	2.0
17.0	9.0	153.0	0.529	0.209	0.497	1.88	32.0	76.0	17.0
5.0	4.0	20.0	0.8	0.45	0.65	4.5	9.0	13.0	2.0
9.0	4.0	36.0	0.444	0.25	0.75	9.0	9.0	27.0	1.0
12.0	4.0	48.0	0.333	0.292	1.0	2.0	14.0	48.0	7.0
6.0	5.0	30.0	0.833	0.367	1.0	2.2	11.0	30.0	5.0
6.0	13.0	78.0	2.167	0.103	0.449	4.0	8.0	35.0	2.0
4.0	11.0	44.0	2.75	0.159	0.932	1.75	7.0	41.0	4.0
54.0	48.0	2592.0	0.889	0.143	0.264	6.85	370.0	685.0	54.0
53.0	48.0	2544.0	0.906	0.157	0.269	7.84	400.0	685.0	51.0
52.0	48.0	2496.0	0.923	0.138	0.248	7.67	345.0	619.0	45.0
27.0	4.0	108.0	0.148	0.38	0.75	2.56	41.0	81.0	16.0
8.0	1.0	8.0	0.125	1.0	1.0	8.0	8.0	8.0	1.0
9.0	1.0	9.0	0.111	1.0	1.0	9.0	9.0	9.0	1.0
6.0	47.0	282.0	7.833	0.202	0.202	57.0	57.0	57.0	1.0
4.0	19.0	76.0	4.75	0.276	0.382	5.25	21.0	29.0	4.0
1.0	47.0	47.0	47.0	1.0	1.0	47.0	47.0	47.0	1.0
1.0	86.0	86.0	86.0	0.93	1.0	40.0	80.0	86.0	2.0
1.0	17.0	17.0	17.0	1.0	1.0	17.0	17.0	17.0	1.0
1.0	19.0	19.0	19.0	0.737	1.0	4.67	14.0	19.0	3.0
6.0	21.0	126.0	3.5	0.246	0.254	31.0	31.0	32.0	1.0
8.0	16.0	128.0	2.0	0.398	0.695	2.55	51.0	89.0	20.0
68.0	34.0	2312.0	0.5	0.224	0.526	2.44	519.0	1215.0	213.0
67.0	30.0	2010.0	0.448	0.169	0.46	2.26	339.0	924.0	150.0
20.0	39.0	780.0	1.95	0.14	0.405	3.21	109.0	316.0	34.0
6.0	17.0	102.0	2.833	0.137	0.627	2.8	14.0	64.0	5.0
2.0	14.0	28.0	7.0	0.464	0.536	13.0	13.0	15.0	1.0
37.0	20.0	740.0	0.541	0.131	0.193	4.22	97.0	143.0	23.0
34.0	25.0	850.0	0.735	0.256	0.534	2.06	218.0	454.0	106.0
34.0	27.0	918.0	0.794	0.219	0.554	3.09	201.0	509.0	65.0
36.0	43.0	1548.0	1.194	0.117	0.183	3.07	181.0	283.0	59.0
16.0	29.0	464.0	1.813	0.144	0.496	2.58	67.0	230.0	26.0
9.0	2.0	18.0	0.222	0.611	0.722	11.0	11.0	13.0	1.0
86.0	67.0	5762.0	0.779	0.164	0.935	2.37	947.0	5386.0	399.0
101.0	99.0	9999.0	0.98	0.14	0.778	2.02	1398.0	7780.0	691.0
2.0	536.0	1072.0	268.0	0.505	0.512	180.33	541.0	549.0	3.0
2.0	536.0	1072.0	268.0	0.538	0.737	30.37	577.0	790.0	19.0
2.0	535.0	1070.0	267.5	0.564	0.614	40.2	603.0	657.0	15.0
2.0	536.0	1072.0	268.0	0.537	0.622	24.0	576.0	667.0	24.0
2.0	536.0	1072.0	268.0	0.498	0.533	41.08	534.0	571.0	13.0
2.0	535.0	1070.0	267.5	0.648	0.92	11.75	693.0	984.0	59.0
30.0	60.0	1800.0	2.0	0.154	0.457	1.85	278.0	823.0	150.0
28.0	31.0	868.0	1.107	0.492	0.745	7.49	427.0	647.0	57.0
2.0	536.0	1072.0	268.0	0.532	0.558	30.0	570.0	598.0	19.0
2.0	535.0	1070.0	267.5	0.545	0.629	24.29	583.0	673.0	24.0
3.0	536.0	1608.0	178.67	0.341	0.353	61.0	549.0	567.0	9.0
32.0	106.0	3392.0	3.313	0.198	0.395	4.56	671.0	1341.0	147.0
28.0	32.0	896.0	1.143	0.481	0.742	7.43	431.0	665.0	58.0
3.0	470.0	1410.0	156.67	0.352	0.387	23.62	496.0	545.0	21.0
2.0	64.0	128.0	32.0	0.43	0.602	3.93	55.0	77.0	14.0
1.0	277.0	277.0	277.0	1.0	1.0	277.0	277.0	277.0	1.0
1.0	257.0	257.0	257.0	1.0	1.0	257.0	257.0	257.0	1.0
32.0	350.0	11200.0	10.938	0.142	0.402	3.96	1588.0	4497.0	401.0
29.0	31.0	899.0	1.069	0.463	0.726	6.93	416.0	653.0	60.0
2.0	537.0	1074.0	268.5	0.507	0.528	181.33	544.0	567.0	3.0
2.0	537.0	1074.0	268.5	0.594	0.655	21.27	638.0	703.0	30.0
3.0	537.0	1611.0	179.0	0.345	0.405	22.24	556.0	652.0	25.0
2.0	537.0	1074.0	268.5	0.51	0.534	49.82	548.0	574.0	11.0
31.0	105.0	3255.0	3.387	0.242	0.456	4.89	787.0	1485.0	161.0
28.0	32.0	896.0	1.143	0.488	0.743	7.05	437.0	666.0	62.0
2.0	98.0	196.0	49.0	0.48	0.653	9.4	94.0	128.0	10.0
2.0	415.0	830.0	207.5	0.505	0.578	16.76	419.0	480.0	25.0
2.0	63.0	126.0	31.5	0.341	0.508	10.75	43.0	64.0	4.0
2.0	475.0	950.0	237.5	0.504	0.544	95.8	479.0	517.0	5.0
2.0	99.0	198.0	49.5	0.253	0.616	4.55	50.0	122.0	11.0
2.0	537.0	1074.0	268.5	0.52	0.621	26.57	558.0	667.0	21.0
1.0	537.0	537.0	537.0	1.0	1.0	537.0	537.0	537.0	1.0
31.0	105.0	3255.0	3.387	0.224	0.417	5.35	728.0	1358.0	136.0
28.0	32.0	896.0	1.143	0.462	0.722	7.02	414.0	647.0	59.0
1.0	63.0	63.0	63.0	1.0	1.0	63.0	63.0	63.0	1.0
1.0	186.0	186.0	186.0	0.828	1.0	9.06	154.0	186.0	17.0
1.0	214.0	214.0	214.0	1.0	1.0	214.0	214.0	214.0	1.0
1.0	62.0	62.0	62.0	0.984	1.0	61.0	61.0	62.0	1.0
1.0	148.0	148.0	148.0	0.986	1.0	73.0	146.0	148.0	2.0
1.0	278.0	278.0	278.0	0.946	1.0	29.22	263.0	278.0	9.0
1.0	26.0	26.0	26.0	1.0	1.0	26.0	26.0	26.0	1.0
1.0	13.0	13.0	13.0	1.0	1.0	13.0	13.0	13.0	1.0
1.0	145.0	145.0	145.0	0.972	1.0	35.25	141.0	145.0	4.0
1.0	36.0	36.0	36.0	0.306	1.0	1.83	11.0	36.0	6.0
1.0	81.0	81.0	81.0	0.901	1.0	24.33	73.0	81.0	3.0
1.0	187.0	187.0	187.0	0.963	1.0	25.71	180.0	187.0	7.0
31.0	37.0	1147.0	1.194	0.189	0.555	2.07	217.0	637.0	105.0
2.0	538.0	1076.0	269.0	0.519	0.684	34.88	558.0	736.0	16.0
2.0	538.0	1076.0	269.0	0.637	0.703	29.78	685.0	756.0	23.0
2.0	537.0	1074.0	268.5	0.538	0.555	82.57	578.0	596.0	7.0
3.0	538.0	1614.0	179.33	0.37	0.424	22.11	597.0	685.0	27.0
3.0	537.0	1611.0	179.0	0.353	0.364	71.13	569.0	587.0	8.0
28.0	61.0	1708.0	2.179	0.172	0.509	1.97	294.0	870.0	149.0
28.0	31.0	868.0	1.107	0.508	0.767	7.47	441.0	666.0	59.0
2.0	537.0	1074.0	268.5	0.621	0.747	16.68	667.0	802.0	40.0
2.0	537.0	1074.0	268.5	0.538	0.594	32.11	578.0	638.0	18.0
2.0	537.0	1074.0	268.5	0.556	0.655	24.88	597.0	704.0	24.0
30.0	61.0	1830.0	2.033	0.157	0.483	1.88	288.0	884.0	153.0
29.0	32.0	928.0	1.103	0.476	0.72	7.25	442.0	668.0	61.0
2.0	537.0	1074.0	268.5	0.537	0.609	22.19	577.0	654.0	26.0
2.0	538.0	1076.0	269.0	0.518	0.596	29.32	557.0	641.0	19.0
2.0	537.0	1074.0	268.5	0.523	0.567	62.44	562.0	609.0	9.0
2.0	535.0	1070.0	267.5	0.55	0.586	117.8	589.0	627.0	5.0
29.0	61.0	1769.0	2.103	0.121	0.431	1.78	214.0	762.0	120.0
29.0	32.0	928.0	1.103	0.432	0.689	6.27	401.0	639.0	64.0
3.0	500.0	1500.0	166.67	0.373	0.421	19.28	559.0	632.0	29.0
2.0	32.0	64.0	16.0	0.516	0.531	33.0	33.0	34.0	1.0
2.0	536.0	1072.0	268.0	0.568	0.688	24.36	609.0	737.0	25.0
2.0	536.0	1072.0	268.0	0.586	0.686	21.66	628.0	735.0	29.0
6.0	39.0	234.0	6.5	0.192	0.197	45.0	45.0	46.0	1.0
12.0	278.0	3336.0	23.167	0.11	0.144	15.91	366.0	479.0	23.0
1.0	22.0	22.0	22.0	0.955	1.0	21.0	21.0	22.0	1.0
1.0	54.0	54.0	54.0	0.944	1.0	17.0	51.0	54.0	3.0
1.0	16.0	16.0	16.0	1.0	1.0	16.0	16.0	16.0	1.0
153.0	158.0	24174.0	1.033	0.587	0.641	46.95	14180.0	15491.0	302.0
